cell_id,week_index,ite,ite_lo,ite_hi,depth_zone,bathymetry,vessel_density,dvm_amplitude,is_treated,is_post_covid
CELL_001,100,-0.35162784080097365,-0.3542447920346033,-0.349010889567344,mid,770.4,16.374,-3.891,1,0
CELL_002,100,-0.3504593502844947,-0.3523518857373624,-0.3485668148316269,mid,639.2,21.539,-5.4309,1,0
CELL_003,100,-0.3502372834796152,-0.3524572027779347,-0.3480173641812957,mid,559.2,39.553,-12.6865,1,0
CELL_004,100,-0.3510878246660181,-0.3533819825746051,-0.348793666757431,shallow,293.6,31.176,-9.3772,1,0
CELL_005,100,-0.35077587285130934,-0.3522699755495444,-0.3492817701530744,shallow,293.6,15.594,-4.33,1,0
CELL_006,100,-0.3508515735497926,-0.35313093532980067,-0.3485722117697848,shallow,234.9,18.635,-4.9599,1,0
CELL_007,100,-0.34947715837300247,-0.3520069416889423,-0.3469473750570623,mid,719.7,30.829,-9.2436,1,0
CELL_008,100,-0.3501809130250143,-0.35278615691214715,-0.3475756691378819,mid,560.7,15.981,-4.2059,1,0
CELL_009,100,-0.3500352520346111,-0.3518364378641395,-0.3482340662050826,mid,624.8,20.138,-5.3157,1,0
CELL_010,100,-0.3508680234336089,-0.35247828848952417,-0.3492577583776934,shallow,212.4,25.788,-7.6226,1,0
CELL_011,100,-0.35122799012189776,-0.35351744364721316,-0.3489385365965826,mid,781.9,32.967,-10.3424,1,0
CELL_012,100,-0.3494722937965184,-0.3520028731137913,-0.3469417144792454,mid,699.5,33.192,-9.7482,1,0
CELL_013,100,-0.3520479645860933,-0.35543701602333194,-0.3486589131488546,shallow,327.4,21.81,-5.7379,1,0
CELL_014,100,-0.35184125687016077,-0.3544406805330794,-0.3492418332072419,shallow,309.1,31.166,-9.5353,1,0
CELL_015,100,-0.35194767374731806,-0.35473446333240827,-0.34916088416222807,shallow,310.0,20.762,-5.4592,1,0
CELL_016,100,-0.3527104087019927,-0.3560619736909134,-0.34935884371307213,shallow,382.5,24.087,-7.0163,1,0
CELL_017,100,-0.3505224227985274,-0.3534111278753532,-0.3476337177217016,mid,514.9,35.994,-11.5096,1,0
CELL_018,100,-0.3524514333698473,-0.3561309476016802,-0.34877191913801475,shallow,459.2,31.989,-9.6916,1,0
CELL_019,100,-0.35233243486854676,-0.3556635602929264,-0.34900130944416713,shallow,374.7,39.643,-12.7472,1,0
CELL_020,100,-0.3504583948699771,-0.3526885085942323,-0.3482282811457219,mid,567.1,32.915,-10.2158,1,0
CELL_021,100,-0.350820620633379,-0.35236406130514675,-0.34927717996161134,shallow,283.7,32.903,-10.0723,1,0
CELL_022,100,-0.35235940907921404,-0.35575102391222896,-0.3489677942461991,shallow,375.3,17.801,-5.3427,1,0
CELL_023,100,-0.35202927331750966,-0.35529576599447776,-0.34876278064054156,shallow,419.8,20.579,-6.0339,1,0
CELL_024,100,-0.35287544672168586,-0.35711022574959006,-0.34864066769378177,shallow,473.6,18.955,-4.8608,1,0
CELL_025,100,-0.3500749512576467,-0.3520789692057914,-0.34807093330950206,mid,671.1,21.845,-6.0818,1,0
CELL_026,100,-0.3521856030830593,-0.35535474484902196,-0.34901646131709685,shallow,319.8,41.108,-13.2061,1,0
CELL_027,100,-0.35459542202161415,-0.36286980829557147,-0.3463210357476568,mid,508.5,22.762,-6.316,1,0
CELL_028,100,-0.35053104535920276,-0.3532051586455139,-0.34785693207289153,mid,555.4,39.49,-12.3358,1,0
CELL_029,100,-0.35127662502462104,-0.3536044777767995,-0.34894877227244214,shallow,227.9,32.32,-10.2528,1,0
CELL_030,100,-0.3502046100495338,-0.35231685759875786,-0.3480923625003097,mid,564.5,34.933,-10.8449,1,0
CELL_031,100,-0.35151407355653397,-0.3542137347082515,-0.3488144124048164,shallow,302.3,28.112,-8.1252,1,0
CELL_032,100,-0.35124994934377995,-0.3535793176430819,-0.3489205810444779,shallow,239.0,30.856,-9.6665,1,0
CELL_033,100,-0.35092645287443885,-0.3536632614258879,-0.3481896443229898,mid,769.3,26.149,-7.9889,1,0
CELL_034,100,-0.35122677717188283,-0.35413178041530763,-0.3483217739284576,mid,779.4,19.687,-5.8266,1,0
CELL_035,100,-0.34964192599544286,-0.3519238887432204,-0.3473599632476653,mid,685.0,33.306,-10.046,1,0
CELL_036,100,-0.352339645589583,-0.35572224433763094,-0.348957046841535,shallow,382.8,18.519,-4.8637,1,0
CELL_037,100,-0.3513288554063231,-0.3536253560273228,-0.34903235478532335,shallow,258.6,15.246,-3.566,1,0
CELL_038,100,-0.3505305831682956,-0.3534153229838996,-0.34764584335269183,mid,610.5,36.688,-11.0975,1,0
CELL_039,100,-0.35250827790125905,-0.3562607137726681,-0.3487558420298502,shallow,464.1,16.41,-4.5587,1,0
CELL_040,100,-0.35107605052470814,-0.353244250807989,-0.3489078502414273,shallow,273.2,38.167,-11.5063,1,0
CELL_041,100,-0.3540669075213627,-0.36034204356491945,-0.3477917714778061,shallow,497.1,39.701,-12.446,1,0
CELL_042,100,-0.3508680234336089,-0.35247828848952417,-0.3492577583776934,shallow,220.6,39.875,-12.4685,1,0
CELL_043,100,-0.349822320570766,-0.3525386135531699,-0.34710602758836223,mid,745.6,26.534,-8.0634,1,0
CELL_044,100,-0.35235801565276476,-0.35577767959626155,-0.3489383517092682,shallow,355.3,15.989,-4.4432,1,0
CELL_045,100,-0.35053591752958496,-0.3527232461613492,-0.3483485888978205,mid,597.5,36.829,-11.8707,1,0
CELL_046,100,-0.3524466130956858,-0.3558560139423664,-0.34903721224900525,shallow,387.0,27.827,-7.9262,1,0
CELL_047,100,-0.35075870936720843,-0.35363820019975345,-0.34787921853466375,mid,512.0,41.247,-12.835,1,0
CELL_048,100,-0.3505409694933047,-0.3532465722794955,-0.34783536670711424,mid,528.0,41.682,-13.1068,1,0
CELL_049,100,-0.3521241430331546,-0.35521283012085547,-0.3490354559454538,shallow,310.9,36.129,-11.2805,1,0
CELL_050,100,-0.3528862492083844,-0.3617041891174111,-0.3440683092993577,deep,3706.5,4.822,-0.6858,0,0
CELL_051,100,-0.35160952729852,-0.3536816073586848,-0.3495374472383548,deep,1566.6,5.672,-0.7499,0,0
CELL_052,100,-0.35127857215082675,-0.35380100265805214,-0.34875614164360125,mid,1263.7,3.82,-0.1563,0,0
CELL_053,100,-0.3515639049316799,-0.353763798373834,-0.349364011489526,deep,2366.2,2.126,0.1933,0,0
CELL_054,100,-0.3537791164624932,-0.360169815421167,-0.3473884175038189,deep,3954.1,5.046,-0.4957,0,0
CELL_055,100,-0.3513529168052739,-0.35326755162921897,-0.34943828198132876,deep,1574.6,2.568,0.0621,0,0
CELL_056,100,-0.3515413148809102,-0.35353675262652956,-0.3495458771352909,deep,2950.8,0.87,0.4121,0,0
CELL_057,100,-0.3474610643959914,-0.3524992207314152,-0.342422908060568,deep,3237.2,3.122,-0.337,0,0
CELL_058,100,-0.3512644280899346,-0.3538281834541486,-0.34870067272572075,deep,1560.4,9.998,-2.0451,0,0
CELL_059,100,-0.3479686147477064,-0.3529433312296781,-0.3429938982657345,deep,3130.3,2.377,-0.1761,0,0
CELL_060,100,-0.35161972646116685,-0.3536533896164518,-0.34958606330588177,deep,1976.9,1.449,0.7566,0,0
CELL_061,100,-0.35187412093130843,-0.3547538256700735,-0.34899441619254346,deep,2823.4,4.758,-0.2698,0,0
CELL_062,100,-0.3516674684448082,-0.3537937989277994,-0.34954113796181663,deep,2827.3,0.0,1.3809,0,0
CELL_063,100,-0.35134997217047165,-0.3531776282864537,-0.34952231605448925,deep,2514.5,1.846,0.5076,0,0
CELL_064,100,-0.35100714924145016,-0.35325548173142096,-0.3487588167514789,mid,1088.9,6.645,-0.6279,0,0
CELL_065,100,-0.3381998638288505,-0.34572046016317526,-0.3306792674945256,deep,3473.0,4.351,-1.1053,0,0
CELL_066,100,-0.35179802417365047,-0.35423818274543467,-0.3493578656018664,deep,1826.5,5.648,-0.679,0,0
CELL_067,100,-0.35127857215082675,-0.35380100265805214,-0.34875614164360125,mid,1396.9,6.772,-1.0282,0,0
CELL_068,100,-0.3523908984889416,-0.3544158292413925,-0.35036596773649076,mid,930.5,5.713,-1.1444,0,0
CELL_069,100,-0.35163689337380155,-0.35372924908877096,-0.34954453765883237,deep,2690.9,0.0,1.2814,0,0
CELL_070,100,-0.35162391755170475,-0.353662760360915,-0.34958507474249473,deep,2968.2,3.311,-0.647,0,0
CELL_071,100,-0.3512932560038307,-0.35382340316741134,-0.3487631088402501,mid,853.1,1.376,0.7024,0,0
CELL_072,100,-0.3517768909482396,-0.3541980894053637,-0.34935569249111553,deep,2438.7,0.087,1.3744,0,0
CELL_073,100,-0.3514587374960523,-0.35453199557657394,-0.3483854794155305,deep,1524.8,5.435,-0.5713,0,0
CELL_074,100,-0.3516361713679065,-0.3537632740054443,-0.3495090687303687,deep,2864.6,0.916,0.8868,0,0
CELL_075,100,-0.35178913784099924,-0.3542907086669129,-0.34928756701508534,mid,1358.0,4.125,-0.1357,0,0
CELL_076,100,-0.3509070308082961,-0.35401276771966167,-0.34780129389693043,deep,3011.0,6.971,-1.5056,0,0
CELL_077,100,-0.35163231026922886,-0.353583197158512,-0.34968142337994595,deep,2037.6,0.0,0.7511,0,0
CELL_078,100,-0.35455689978605887,-0.3632650808836863,-0.3458487186884314,deep,3797.5,6.27,-1.6882,0,0
CELL_079,100,-0.35127857215082675,-0.35380100265805214,-0.34875614164360125,mid,1240.1,3.483,0.3849,0,0
CELL_080,100,-0.3518809379910565,-0.3542670004125681,-0.3494948755695454,deep,1891.4,0.814,0.8274,0,0
CELL_081,100,-0.35077445342848734,-0.3525979009760356,-0.34895100588093897,mid,1163.1,3.271,0.0169,0,0
CELL_082,100,-0.353782956642976,-0.36120910958301256,-0.34635680370293953,deep,3759.0,3.609,-1.0017,0,0
CELL_083,100,-0.33737434552790146,-0.34888877357822956,-0.3258599174775736,deep,3607.5,3.787,-0.5033,0,0
CELL_084,100,-0.3518087286629441,-0.35417367522996873,-0.3494437820959195,deep,1625.4,7.31,-1.7369,0,0
CELL_085,100,-0.3511460253694645,-0.3528052921726308,-0.3494867585662984,deep,2911.9,6.632,-1.4638,0,0
CELL_086,100,-0.3360480913612213,-0.3469059588443952,-0.3251902238780477,deep,3415.1,2.381,-0.4816,0,0
CELL_087,100,-0.3516559298706068,-0.3538238229535359,-0.34948803678767787,deep,2576.6,1.788,0.0514,0,0
CELL_088,100,-0.351666978264376,-0.35391693224895887,-0.349417024279793,deep,2494.9,5.431,-1.1278,0,0
CELL_089,100,-0.35182712976194774,-0.35423738688901957,-0.3494168726348759,deep,1573.9,6.315,-1.0003,0,0
CELL_090,100,-0.35206617269150603,-0.35481834166735604,-0.349314003715656,mid,1097.9,7.477,-1.6845,0,0
CELL_091,100,-0.35341916660896217,-0.36313400426648307,-0.3437043289514415,deep,3671.1,0.0,1.0806,0,0
CELL_092,100,-0.35243985403194655,-0.36054324539481497,-0.34433646266907814,deep,3681.3,2.526,-0.5136,0,0
CELL_093,100,-0.3516783639809335,-0.3538757965262985,-0.34948093143556846,deep,2825.9,4.069,-0.456,0,0
CELL_094,100,-0.35113115238194875,-0.3522971558541041,-0.3499651489097933,deep,1884.9,2.504,0.0871,0,0
CELL_095,100,-0.35141791925475163,-0.3532024287865449,-0.34963340972295837,deep,1917.5,5.546,-0.8552,0,0
CELL_096,100,-0.3478343043948958,-0.35233978298406393,-0.3433288258057277,deep,3123.1,9.877,-2.2701,0,0
CELL_097,100,-0.3476100996033761,-0.3526608604609647,-0.3425593387457875,deep,3670.8,1.509,0.1515,0,0
CELL_098,100,-0.34777944858192683,-0.35375324196499197,-0.341805655198861,deep,3638.7,6.708,-2.0127,0,0
CELL_099,100,-0.34823190665459486,-0.3536680270339241,-0.3427957862752654,deep,3295.6,4.743,-0.5461,0,0
CELL_000,101,-0.3518678010773226,-0.355047930810403,-0.34868767134424183,shallow,424.7,31.749,-9.5605,1,0
CELL_001,101,-0.35098420162929506,-0.35353915296641486,-0.34842925029217553,mid,770.4,17.16,-4.3172,1,0
CELL_002,101,-0.35047040511487043,-0.3524612760105401,-0.34847953421920075,mid,639.2,21.452,-5.7355,1,0
CELL_003,101,-0.3505620119255629,-0.35321266424447545,-0.34791135960665037,mid,559.2,40.47,-12.7772,1,0
CELL_004,101,-0.35106163120130274,-0.35369653024413855,-0.3484267321584666,shallow,293.6,33.342,-9.8957,1,0
CELL_005,101,-0.35099624803097235,-0.35295280165959486,-0.34903969440235005,shallow,293.6,14.29,-3.6068,1,0
CELL_006,101,-0.3512311972594286,-0.35354256623537206,-0.3489198282834851,shallow,234.9,19.581,-5.439,1,0
CELL_007,101,-0.34938552540425344,-0.3517106678122997,-0.3470603829962072,mid,719.7,29.891,-8.8525,1,0
CELL_008,101,-0.35006539614090715,-0.3525933413983238,-0.34753745088349103,mid,560.7,18.382,-5.5533,1,0
CELL_009,101,-0.35024611112659476,-0.3523809313081312,-0.34811129094505844,mid,624.8,20.293,-5.1232,1,0
CELL_010,101,-0.35121985970152503,-0.3535452981865874,-0.34889442121646286,shallow,212.4,27.732,-8.4964,1,0
CELL_011,101,-0.35075573894730555,-0.3527385907748324,-0.3487728871197783,mid,781.9,32.451,-10.282,1,0
CELL_012,101,-0.34919354153089094,-0.3509957340314542,-0.3473913490303276,mid,699.5,30.597,-9.2663,1,0
CELL_013,101,-0.351788716189261,-0.3550301931331163,-0.3485472392454058,shallow,327.4,24.994,-7.304,1,0
CELL_014,101,-0.35164132712481716,-0.3540666408064517,-0.3492160134431825,shallow,309.1,31.844,-9.434,1,0
CELL_015,101,-0.35260984394614603,-0.35592858015533796,-0.349291107736954,shallow,310.0,24.153,-6.7877,1,0
CELL_016,101,-0.3520020244899708,-0.3553415782699876,-0.34866247070995415,shallow,382.5,23.249,-6.7101,1,0
CELL_017,101,-0.35030409907618193,-0.35298610100284294,-0.3476220971495208,mid,514.9,37.613,-12.0739,1,0
CELL_018,101,-0.35249137362404215,-0.3561672567850956,-0.3488154904629888,shallow,459.2,30.954,-9.1414,1,0
CELL_019,101,-0.3518882048130593,-0.3551297045921264,-0.3486467050339925,shallow,374.7,33.89,-10.1846,1,0
CELL_020,101,-0.350517235920816,-0.35270644946281376,-0.3483280223788188,mid,567.1,29.921,-9.0277,1,0
CELL_021,101,-0.3508211683981191,-0.3523675197142779,-0.3492748170819598,shallow,283.7,29.95,-9.0843,1,0
CELL_022,101,-0.35184504650558174,-0.35512513678204644,-0.34856495622911704,shallow,375.3,15.749,-3.892,1,0
CELL_023,101,-0.3520780653501928,-0.3553410531785258,-0.3488150775218599,shallow,419.8,25.139,-7.6089,1,0
CELL_024,101,-0.3532851503860992,-0.35757076447790204,-0.34899953629429625,shallow,473.6,19.871,-5.5853,1,0
CELL_025,101,-0.3497307253715401,-0.35176546931879843,-0.34769598142428154,mid,671.1,23.959,-7.0884,1,0
CELL_026,101,-0.3515267007493071,-0.3541053368360245,-0.34894806466258976,shallow,319.8,39.436,-12.5344,1,0
CELL_027,101,-0.3523241757645472,-0.35860899548999453,-0.3460393560390998,mid,508.5,27.045,-7.9636,1,0
CELL_028,101,-0.3504977404320896,-0.35294622452478314,-0.34804925633939626,mid,555.4,38.008,-11.8347,1,0
CELL_029,101,-0.3511688735219738,-0.35346384250552987,-0.3488739045384177,shallow,227.9,28.578,-8.9023,1,0
CELL_030,101,-0.35018354904635524,-0.35225205144564214,-0.3481150466470682,mid,564.5,35.619,-11.1641,1,0
CELL_031,101,-0.3507925860884787,-0.35372095786882474,-0.34786421430813286,shallow,302.3,27.78,-8.3748,1,0
CELL_032,101,-0.35131057139056077,-0.353632836385267,-0.3489883063958539,shallow,239.0,30.022,-9.2822,1,0
CELL_033,101,-0.3509001278374532,-0.35347781121912103,-0.3483224444557854,mid,769.3,30.35,-9.509,1,0
CELL_034,101,-0.3509062680215024,-0.3533481620300599,-0.3484643740129454,mid,779.4,18.765,-5.0501,1,0
CELL_035,101,-0.3492780219610914,-0.3516028414691513,-0.3469532024530318,mid,685.0,29.112,-8.9321,1,0
CELL_036,101,-0.3517085755215359,-0.35487901949899303,-0.34853813154407853,shallow,382.8,22.624,-6.2914,1,0
CELL_037,101,-0.35101086755970384,-0.35276992889699615,-0.3492518062224114,shallow,258.6,15.701,-3.5529,1,0
CELL_038,101,-0.35055989128226406,-0.35264158734994316,-0.34847819521458495,mid,610.5,30.315,-8.9026,1,0
CELL_039,101,-0.35243888944653085,-0.3561563207641586,-0.3487214581289032,shallow,464.1,17.886,-4.8963,1,0
CELL_040,101,-0.35083636222397313,-0.3524544658407001,-0.34921825860724603,shallow,273.2,39.805,-12.4954,1,0
CELL_041,101,-0.3529800714947855,-0.3581641494134859,-0.34779599357608476,shallow,497.1,42.181,-13.9861,1,0
CELL_042,101,-0.3506001910983079,-0.3526488944611491,-0.34855148773546685,shallow,220.6,39.828,-12.578,1,0
CELL_043,101,-0.34983666369660743,-0.3525103844745165,-0.3471629429186979,mid,745.6,23.989,-7.2905,1,0
CELL_044,101,-0.35258399584662103,-0.3557968918764688,-0.34937109981677317,shallow,355.3,15.188,-3.8547,1,0
CELL_045,101,-0.3503205663514929,-0.352404036423822,-0.3482370962791642,mid,597.5,39.223,-12.7236,1,0
CELL_046,101,-0.35232034988440014,-0.35571279515789656,-0.34892790461090384,shallow,387.0,28.233,-8.3703,1,0
CELL_047,101,-0.35051404854247237,-0.35319095876223483,-0.3478371383227099,mid,512.0,38.492,-11.965,1,0
CELL_048,101,-0.35047013013294404,-0.3533067240418029,-0.34763353622408516,mid,528.0,38.723,-12.1512,1,0
CELL_049,101,-0.3521471307374799,-0.3551170761630298,-0.3491771853119301,shallow,310.9,35.308,-11.1909,1,0
CELL_050,101,-0.35264304209994657,-0.3602292152921456,-0.3450568689077475,deep,3706.5,2.11,0.3509,0,0
CELL_051,101,-0.35181358547007036,-0.3541585382906869,-0.3494686326494537,deep,1566.6,3.382,0.4648,0,0
CELL_052,101,-0.35114517402464057,-0.35366267803308077,-0.3486276700162008,mid,1263.7,3.323,-0.092,0,0
CELL_053,101,-0.35176475000591234,-0.3543352908959255,-0.34919420911589905,deep,2366.2,1.565,0.2491,0,0
CELL_054,101,-0.35494873089020296,-0.36283229467666783,-0.34706516710373764,deep,3954.1,0.0,0.6944,0,0
CELL_055,101,-0.35158146031596116,-0.3534991086953271,-0.34966381193659524,deep,1574.6,6.509,-1.0584,0,0
CELL_056,101,-0.35156077110557044,-0.35366684453978325,-0.3494546976713574,deep,2950.8,4.2,-0.6576,0,0
CELL_057,101,-0.348060370689564,-0.3533488855364564,-0.34277185584267134,deep,3237.2,7.373,-1.2397,0,0
CELL_058,101,-0.35095807687447156,-0.35328494137278943,-0.34863121237615335,deep,1560.4,3.308,0.5384,0,0
CELL_059,101,-0.3479686147477064,-0.3529433312296781,-0.3429938982657345,deep,3130.3,0.095,0.7109,0,0
CELL_060,101,-0.35106930049847423,-0.35241633194024286,-0.3497222690567057,deep,1976.9,3.983,0.0969,0,0
CELL_061,101,-0.35161819943489725,-0.3536134454631755,-0.349622953406619,deep,2823.4,4.236,-0.6291,0,0
CELL_062,101,-0.3516244168428726,-0.3537207339376311,-0.34952809974811433,deep,2827.3,3.67,-0.3297,0,0
CELL_063,101,-0.35161819943489725,-0.3536134454631755,-0.349622953406619,deep,2514.5,3.735,-0.2414,0,0
CELL_064,101,-0.3507938258956843,-0.3523524209330099,-0.3492352308583586,mid,1088.9,6.617,-0.9044,0,0
CELL_065,101,-0.3371404756859911,-0.34646689032874317,-0.3278140610432389,deep,3473.0,2.549,0.0758,0,0
CELL_066,101,-0.35158878965653045,-0.3535179543192994,-0.3496596249937614,deep,1826.5,8.767,-1.5983,0,0
CELL_067,101,-0.3507783669763085,-0.35269057269743825,-0.3488661612551786,mid,1396.9,1.686,0.4886,0,0
CELL_068,101,-0.350645164726314,-0.3524867940765379,-0.34880353537609016,mid,930.5,7.999,-1.6502,0,0
CELL_069,101,-0.35139432395175835,-0.3531581641380742,-0.34963048376544226,deep,2690.9,0.0,1.045,0,0
CELL_070,101,-0.3513443956159344,-0.35310781955581344,-0.34958097167605545,deep,2968.2,0.487,0.2272,0,0
CELL_071,101,-0.3513336198605715,-0.3540631804487327,-0.34860405927241017,mid,853.1,0.459,1.5947,0,0
CELL_072,101,-0.3516255008576441,-0.3539884136549347,-0.34926258806035326,deep,2438.7,0.249,0.8174,0,0
CELL_073,101,-0.3512644280899346,-0.3538281834541486,-0.34870067272572075,deep,1524.8,3.962,0.2337,0,0
CELL_074,101,-0.3510205221578448,-0.3522223233171927,-0.3498187209984972,deep,2864.6,1.679,0.3147,0,0
CELL_075,101,-0.35131747401813224,-0.3539380187026943,-0.34869692933357005,mid,1358.0,2.004,0.0712,0,0
CELL_076,101,-0.35112157651925296,-0.35426189433339045,-0.3479812587051159,deep,3011.0,7.493,-1.8468,0,0
CELL_077,101,-0.35104310526869026,-0.3525824351415477,-0.34950377539583294,deep,2037.6,1.058,0.5469,0,0
CELL_078,101,-0.3542000160688608,-0.3623735935115048,-0.3460264386262164,deep,3797.5,3.944,-0.661,0,0
CELL_079,101,-0.351500559612128,-0.3543932082583664,-0.3486079109658894,mid,1240.1,1.932,1.0408,0,0
CELL_080,101,-0.35187603712387894,-0.35420797866781906,-0.3495440955799388,deep,1891.4,2.149,0.3544,0,0
CELL_081,101,-0.35102450475309815,-0.35334856630366934,-0.34870044320252697,mid,1163.1,5.282,-0.5043,0,0
CELL_082,101,-0.3540179869127477,-0.36162698597707443,-0.3464089878484212,deep,3759.0,7.126,-2.0628,0,0
CELL_083,101,-0.33858935284228076,-0.3472952292274904,-0.3298834764570711,deep,3607.5,3.937,-0.4436,0,0
CELL_084,101,-0.35119514633805987,-0.35287944324578185,-0.3495108494303379,deep,1625.4,8.114,-2.0151,0,0
CELL_085,101,-0.35114528627384894,-0.35276498265864276,-0.34952558988905513,deep,2911.9,5.344,-0.6626,0,0
CELL_086,101,-0.33710479360888024,-0.3447922391359958,-0.3294173480817643,deep,3415.1,3.14,-0.8835,0,0
CELL_087,101,-0.3516174055812335,-0.35360361290347664,-0.34963119825899025,deep,2576.6,1.037,0.6156,0,0
CELL_088,101,-0.3514587891841579,-0.353210278494559,-0.3497072998737567,deep,2494.9,6.919,-1.6768,0,0
CELL_089,101,-0.35144009006667165,-0.3534019222963592,-0.3494782578369841,deep,1573.9,3.827,-0.4323,0,0
CELL_090,101,-0.3511183195757133,-0.3535132684627938,-0.34872337068863285,mid,1097.9,7.966,-1.7279,0,0
CELL_091,101,-0.35341916660896217,-0.36313400426648307,-0.3437043289514415,deep,3671.1,0.98,0.4162,0,0
CELL_092,101,-0.3524439060015141,-0.36029315402900963,-0.34459465797401867,deep,3681.3,1.452,0.1081,0,0
CELL_093,101,-0.35104270356842193,-0.35239435650981804,-0.34969105062702616,deep,2825.9,2.545,-0.7255,0,0
CELL_094,101,-0.35185152274296505,-0.3542724296062636,-0.3494306158796664,deep,1884.9,4.453,-0.105,0,0
CELL_095,101,-0.3516418966164688,-0.35358590302151205,-0.34969789021142517,deep,1917.5,6.22,-1.1381,0,0
CELL_096,101,-0.34845745981758824,-0.3522634798027736,-0.344651439832403,deep,3123.1,3.538,-0.3377,0,0
CELL_097,101,-0.3471987305410222,-0.35256420165960534,-0.34183325942243903,deep,3670.8,5.155,-1.2954,0,0
CELL_098,101,-0.3479076147709343,-0.35385028414818165,-0.34196494539368694,deep,3638.7,4.407,-1.0392,0,0
CELL_099,101,-0.34814845217159346,-0.3528114088387493,-0.3434854955044375,deep,3295.6,2.344,-0.2489,0,0
CELL_000,102,-0.35205183663764333,-0.35529136771504133,-0.34881230556024545,shallow,424.7,30.546,-9.0114,1,0
CELL_001,102,-0.3504989703533163,-0.3523749635724135,-0.3486229771342194,mid,770.4,13.849,-3.5639,1,0
CELL_002,102,-0.35019545828159865,-0.3522301560036567,-0.3481607605595406,mid,639.2,23.445,-7.0783,1,0
CELL_003,102,-0.35033799769355267,-0.35290548818367884,-0.3477705072034264,mid,559.2,34.751,-10.996,1,0
CELL_004,102,-0.35050698270770775,-0.35282183080265406,-0.34819213461276133,shallow,293.6,27.87,-7.8621,1,0
CELL_005,102,-0.35053540139206485,-0.35290989155911745,-0.34816091122501225,shallow,293.6,14.334,-3.4885,1,0
CELL_006,102,-0.35073260139518847,-0.3530731215038087,-0.34839208128656834,shallow,234.9,17.529,-4.4464,1,0
CELL_007,102,-0.34922556743334315,-0.3511569703008203,-0.3472941645658661,mid,719.7,30.885,-9.4011,1,0
CELL_008,102,-0.3500888442929291,-0.3527478150024791,-0.3474298735833792,mid,560.7,14.734,-3.7616,1,0
CELL_009,102,-0.3500984448970634,-0.35201699311258666,-0.3481798966815401,mid,624.8,19.727,-5.4312,1,0
CELL_010,102,-0.350038581941669,-0.3518683177777693,-0.3482088461055688,shallow,212.4,26.033,-8.0237,1,0
CELL_011,102,-0.3512701753568377,-0.35364230479219266,-0.3488980459214828,mid,781.9,36.188,-11.1876,1,0
CELL_012,102,-0.3493509626833888,-0.35167287571698697,-0.3470290496497909,mid,699.5,27.341,-7.9665,1,0
CELL_013,102,-0.3518329535201955,-0.3550777844233601,-0.3485881226170308,shallow,327.4,20.683,-5.8142,1,0
CELL_014,102,-0.3515235756553602,-0.35411993125460856,-0.3489272200561118,shallow,309.1,36.727,-11.3355,1,0
CELL_015,102,-0.35129653093913865,-0.3536598210925183,-0.348933240785759,shallow,310.0,18.005,-5.192,1,0
CELL_016,102,-0.3523505570321067,-0.35572803481285964,-0.3489730792513538,shallow,382.5,20.864,-5.5294,1,0
CELL_017,102,-0.3501393820121298,-0.35269200327021827,-0.3475867607540412,mid,514.9,35.507,-11.2615,1,0
CELL_018,102,-0.35132927466012803,-0.3534390412400271,-0.3492195080802287,shallow,459.2,33.268,-9.9989,1,0
CELL_019,102,-0.3518882048130593,-0.3551297045921264,-0.3486467050339925,shallow,374.7,33.599,-10.3807,1,0
CELL_020,102,-0.3503108648095046,-0.352294499313212,-0.34832723030579704,mid,567.1,35.368,-10.6684,1,0
CELL_021,102,-0.35058071506533856,-0.35263072268013945,-0.34853070745053766,shallow,283.7,29.899,-8.9425,1,0
CELL_022,102,-0.35154521171042946,-0.35435340850502967,-0.3487370149158288,shallow,375.3,15.656,-4.5066,1,0
CELL_023,102,-0.35174927300593156,-0.3545472146953017,-0.3489513313165613,shallow,419.8,22.268,-6.2489,1,0
CELL_024,102,-0.3525662568920624,-0.35671803773415744,-0.34841447604996734,shallow,473.6,22.603,-6.4626,1,0
CELL_025,102,-0.34959078057407383,-0.35134395179954225,-0.34783760934860564,mid,671.1,20.71,-5.9086,1,0
CELL_026,102,-0.3521856030830593,-0.35535474484902196,-0.34901646131709685,shallow,319.8,37.307,-11.5995,1,0
CELL_027,102,-0.3532418653658175,-0.3605653617406118,-0.345918368991023,mid,508.5,25.506,-7.3295,1,0
CELL_028,102,-0.3503080284420088,-0.3527639681708947,-0.347852088713123,mid,555.4,36.466,-11.4705,1,0
CELL_029,102,-0.3505847392680866,-0.3526296072045043,-0.34853987133166886,shallow,227.9,28.243,-8.3904,1,0
CELL_030,102,-0.35001882648864757,-0.3518743526731466,-0.34816330030414877,mid,564.5,34.95,-11.1486,1,0
CELL_031,102,-0.3508831365892076,-0.3529837062226974,-0.3487825669557176,shallow,302.3,28.627,-8.9514,1,0
CELL_032,102,-0.35053340483824424,-0.3524888493759563,-0.3485779603005322,shallow,239.0,30.433,-9.7224,1,0
CELL_033,102,-0.350384179200122,-0.3527363122253161,-0.34803204617492756,mid,769.3,25.132,-7.6858,1,0
CELL_034,102,-0.35065868323382005,-0.3525408334032917,-0.3487765330643485,mid,779.4,17.723,-4.9917,1,0
CELL_035,102,-0.349366479792629,-0.351938981957928,-0.34679397762732994,mid,685.0,29.515,-8.9092,1,0
