cell_id,week_index,year,week,date,treated,post,covid_active,vessel_density,dvm_amplitude,sst,log_chla,bathymetry,season_sin,season_cos,season_q
CELL_027,50,2018,51,2018-12-17,1,0,0,26.467,-7.8466,12.38,1.1046,508.5,-0.1205,0.9927,3
CELL_028,50,2018,51,2018-12-17,1,0,0,41.964,-13.7005,14.657,0.3983,555.4,-0.1205,0.9927,3
CELL_029,50,2018,51,2018-12-17,1,0,0,30.668,-9.448,12.967,-0.3095,227.9,-0.1205,0.9927,3
CELL_030,50,2018,51,2018-12-17,1,0,0,33.223,-10.4227,12.705,0.2258,564.5,-0.1205,0.9927,3
CELL_031,50,2018,51,2018-12-17,1,0,0,31.722,-9.5263,12.848,0.5481,302.3,-0.1205,0.9927,3
CELL_032,50,2018,51,2018-12-17,1,0,0,30.128,-9.1902,13.62,0.7684,239.0,-0.1205,0.9927,3
CELL_033,50,2018,51,2018-12-17,1,0,0,27.763,-8.8017,13.324,0.2585,769.3,-0.1205,0.9927,3
CELL_034,50,2018,51,2018-12-17,1,0,0,19.759,-5.6249,13.47,0.5288,779.4,-0.1205,0.9927,3
CELL_035,50,2018,51,2018-12-17,1,0,0,32.595,-10.0967,13.231,0.0509,685.0,-0.1205,0.9927,3
CELL_036,50,2018,51,2018-12-17,1,0,0,21.577,-6.1266,13.421,0.8281,382.8,-0.1205,0.9927,3
CELL_037,50,2018,51,2018-12-17,1,0,0,16.801,-4.02,13.303,1.3383,258.6,-0.1205,0.9927,3
CELL_038,50,2018,51,2018-12-17,1,0,0,32.527,-10.173,13.289,-0.3665,610.5,-0.1205,0.9927,3
CELL_039,50,2018,51,2018-12-17,1,0,0,21.189,-6.3054,12.931,-0.7825,464.1,-0.1205,0.9927,3
CELL_040,50,2018,51,2018-12-17,1,0,0,36.327,-10.9489,13.382,1.1033,273.2,-0.1205,0.9927,3
CELL_041,50,2018,51,2018-12-17,1,0,0,41.922,-13.6296,12.828,0.2561,497.1,-0.1205,0.9927,3
CELL_042,50,2018,51,2018-12-17,1,0,0,36.504,-11.1704,12.535,-0.3257,220.6,-0.1205,0.9927,3
CELL_043,50,2018,51,2018-12-17,1,0,0,20.07,-5.5653,14.373,0.9507,745.6,-0.1205,0.9927,3
CELL_044,50,2018,51,2018-12-17,1,0,0,13.157,-2.9864,12.011,0.0535,355.3,-0.1205,0.9927,3
CELL_045,50,2018,51,2018-12-17,1,0,0,38.214,-11.5877,12.442,0.9018,597.5,-0.1205,0.9927,3
CELL_046,50,2018,51,2018-12-17,1,0,0,25.251,-7.6324,13.364,-0.4267,387.0,-0.1205,0.9927,3
CELL_047,50,2018,51,2018-12-17,1,0,0,40.187,-12.5954,13.561,0.0738,512.0,-0.1205,0.9927,3
CELL_048,50,2018,51,2018-12-17,1,0,0,38.196,-12.3297,13.054,0.5393,528.0,-0.1205,0.9927,3
CELL_049,50,2018,51,2018-12-17,1,0,0,36.177,-11.3697,13.557,0.0424,310.9,-0.1205,0.9927,3
CELL_050,50,2018,51,2018-12-17,0,0,0,2.615,-0.0122,12.894,0.3306,3706.5,-0.1205,0.9927,3
CELL_051,50,2018,51,2018-12-17,0,0,0,1.081,1.0402,13.799,0.1827,1566.6,-0.1205,0.9927,3
CELL_052,50,2018,51,2018-12-17,0,0,0,1.91,0.7087,12.583,0.2262,1263.7,-0.1205,0.9927,3
CELL_053,50,2018,51,2018-12-17,0,0,0,0.0,0.9496,12.613,0.6233,2366.2,-0.1205,0.9927,3
CELL_054,50,2018,51,2018-12-17,0,0,0,4.093,-0.6864,12.914,-0.122,3954.1,-0.1205,0.9927,3
CELL_055,50,2018,51,2018-12-17,0,0,0,7.427,-1.0806,13.61,0.9579,1574.6,-0.1205,0.9927,3
CELL_056,50,2018,51,2018-12-17,0,0,0,0.0,0.7316,14.027,-0.4341,2950.8,-0.1205,0.9927,3
CELL_057,50,2018,51,2018-12-17,0,0,0,3.786,-0.2334,14.271,0.9138,3237.2,-0.1205,0.9927,3
CELL_058,50,2018,51,2018-12-17,0,0,0,6.298,-0.8522,13.683,0.3586,1560.4,-0.1205,0.9927,3
CELL_059,50,2018,51,2018-12-17,0,0,0,6.763,-1.4356,14.527,0.2568,3130.3,-0.1205,0.9927,3
CELL_060,50,2018,51,2018-12-17,0,0,0,3.104,0.7058,11.987,0.1595,1976.9,-0.1205,0.9927,3
CELL_061,50,2018,51,2018-12-17,0,0,0,2.717,-0.0556,14.968,0.9137,2823.4,-0.1205,0.9927,3
CELL_062,50,2018,51,2018-12-17,0,0,0,4.413,-0.1817,12.543,0.1951,2827.3,-0.1205,0.9927,3
CELL_063,50,2018,51,2018-12-17,0,0,0,2.499,-0.3461,14.126,-0.3608,2514.5,-0.1205,0.9927,3
CELL_064,50,2018,51,2018-12-17,0,0,0,9.51,-1.5282,13.267,0.0584,1088.9,-0.1205,0.9927,3
CELL_065,50,2018,51,2018-12-17,0,0,0,5.422,-1.4175,14.013,0.0427,3473.0,-0.1205,0.9927,3
CELL_066,50,2018,51,2018-12-17,0,0,0,6.429,-1.3317,13.832,0.0734,1826.5,-0.1205,0.9927,3
CELL_067,50,2018,51,2018-12-17,0,0,0,6.062,-1.2966,14.306,0.7049,1396.9,-0.1205,0.9927,3
CELL_068,50,2018,51,2018-12-17,0,0,0,1.552,0.7509,12.534,0.6117,930.5,-0.1205,0.9927,3
CELL_069,50,2018,51,2018-12-17,0,0,0,1.55,0.3917,13.062,0.3623,2690.9,-0.1205,0.9927,3
CELL_070,50,2018,51,2018-12-17,0,0,0,0.224,0.773,12.302,-0.6974,2968.2,-0.1205,0.9927,3
CELL_071,50,2018,51,2018-12-17,0,0,0,2.084,0.4901,13.567,0.9603,853.1,-0.1205,0.9927,3
CELL_072,50,2018,51,2018-12-17,0,0,0,0.0,0.7129,13.584,0.4743,2438.7,-0.1205,0.9927,3
CELL_073,50,2018,51,2018-12-17,0,0,0,5.134,-0.4788,12.957,-0.0759,1524.8,-0.1205,0.9927,3
CELL_074,50,2018,51,2018-12-17,0,0,0,0.0,1.1145,12.804,-0.0245,2864.6,-0.1205,0.9927,3
CELL_075,50,2018,51,2018-12-17,0,0,0,2.278,-0.1994,13.788,-0.9471,1358.0,-0.1205,0.9927,3
CELL_076,50,2018,51,2018-12-17,0,0,0,6.336,-1.7065,13.03,0.7504,3011.0,-0.1205,0.9927,3
CELL_077,50,2018,51,2018-12-17,0,0,0,2.579,0.3945,12.765,-0.0404,2037.6,-0.1205,0.9927,3
CELL_078,50,2018,51,2018-12-17,0,0,0,7.396,-1.6206,14.105,1.347,3797.5,-0.1205,0.9927,3
CELL_079,50,2018,51,2018-12-17,0,0,0,0.818,1.5756,13.39,0.1476,1240.1,-0.1205,0.9927,3
CELL_080,50,2018,51,2018-12-17,0,0,0,3.801,-0.1726,13.126,0.7666,1891.4,-0.1205,0.9927,3
CELL_081,50,2018,51,2018-12-17,0,0,0,4.984,-0.558,12.526,-0.5166,1163.1,-0.1205,0.9927,3
CELL_082,50,2018,51,2018-12-17,0,0,0,5.962,-1.9172,13.643,0.2362,3759.0,-0.1205,0.9927,3
CELL_083,50,2018,51,2018-12-17,0,0,0,3.065,0.1406,12.501,0.2108,3607.5,-0.1205,0.9927,3
CELL_084,50,2018,51,2018-12-17,0,0,0,6.796,-1.3625,11.958,-0.0189,1625.4,-0.1205,0.9927,3
CELL_085,50,2018,51,2018-12-17,0,0,0,0.0,0.9973,13.73,0.2046,2911.9,-0.1205,0.9927,3
CELL_086,50,2018,51,2018-12-17,0,0,0,5.102,-1.1693,13.347,0.1123,3415.1,-0.1205,0.9927,3
CELL_087,50,2018,51,2018-12-17,0,0,0,4.005,-0.4853,13.514,0.6723,2576.6,-0.1205,0.9927,3
CELL_088,50,2018,51,2018-12-17,0,0,0,4.589,-0.8358,13.367,-0.0489,2494.9,-0.1205,0.9927,3
CELL_089,50,2018,51,2018-12-17,0,0,0,7.79,-1.7447,14.883,1.1238,1573.9,-0.1205,0.9927,3
CELL_090,50,2018,51,2018-12-17,0,0,0,3.113,-0.3617,12.324,0.3949,1097.9,-0.1205,0.9927,3
CELL_091,50,2018,51,2018-12-17,0,0,0,1.885,0.1138,14.402,0.8189,3671.1,-0.1205,0.9927,3
CELL_092,50,2018,51,2018-12-17,0,0,0,1.993,-0.1365,13.731,0.7953,3681.3,-0.1205,0.9927,3
CELL_093,50,2018,51,2018-12-17,0,0,0,4.413,-0.8217,12.824,-0.338,2825.9,-0.1205,0.9927,3
CELL_094,50,2018,51,2018-12-17,0,0,0,2.112,0.6435,12.268,0.6507,1884.9,-0.1205,0.9927,3
CELL_095,50,2018,51,2018-12-17,0,0,0,7.045,-1.3939,12.662,-0.6641,1917.5,-0.1205,0.9927,3
CELL_096,50,2018,51,2018-12-17,0,0,0,3.964,-0.5768,12.564,-0.3008,3123.1,-0.1205,0.9927,3
CELL_097,50,2018,51,2018-12-17,0,0,0,6.3,-1.5976,12.872,-0.2172,3670.8,-0.1205,0.9927,3
CELL_098,50,2018,51,2018-12-17,0,0,0,5.1,-0.6151,11.581,0.6589,3638.7,-0.1205,0.9927,3
CELL_099,50,2018,51,2018-12-17,0,0,0,0.0,0.7241,12.288,-1.0966,3295.6,-0.1205,0.9927,3
CELL_000,51,2018,52,2018-12-24,1,0,0,33.032,-9.6368,14.084,1.096,424.7,0.0,1.0,3
CELL_001,51,2018,52,2018-12-24,1,0,0,20.508,-5.9599,14.928,0.1985,770.4,0.0,1.0,3
CELL_002,51,2018,52,2018-12-24,1,0,0,17.303,-4.5962,13.815,0.4309,639.2,0.0,1.0,3
CELL_003,51,2018,52,2018-12-24,1,0,0,40.148,-12.9996,13.736,-0.066,559.2,0.0,1.0,3
CELL_004,51,2018,52,2018-12-24,1,0,0,31.471,-9.2148,12.877,0.2994,293.6,0.0,1.0,3
CELL_005,51,2018,52,2018-12-24,1,0,0,15.815,-4.3392,13.94,0.382,293.6,0.0,1.0,3
CELL_006,51,2018,52,2018-12-24,1,0,0,15.823,-3.8543,13.844,0.5356,234.9,0.0,1.0,3
CELL_007,51,2018,52,2018-12-24,1,0,0,31.773,-9.422,15.082,1.2026,719.7,0.0,1.0,3
CELL_008,51,2018,52,2018-12-24,1,0,0,17.577,-4.8833,13.207,-0.1746,560.7,0.0,1.0,3
CELL_009,51,2018,52,2018-12-24,1,0,0,16.338,-3.6517,13.768,0.7856,624.8,0.0,1.0,3
CELL_010,51,2018,52,2018-12-24,1,0,0,28.21,-8.7199,13.48,0.5602,212.4,0.0,1.0,3
CELL_011,51,2018,52,2018-12-24,1,0,0,31.951,-10.0266,13.994,0.386,781.9,0.0,1.0,3
CELL_012,51,2018,52,2018-12-24,1,0,0,29.63,-9.2276,13.418,0.0264,699.5,0.0,1.0,3
CELL_013,51,2018,52,2018-12-24,1,0,0,21.29,-5.9286,14.716,0.7982,327.4,0.0,1.0,3
CELL_014,51,2018,52,2018-12-24,1,0,0,31.182,-9.3264,14.595,0.7195,309.1,0.0,1.0,3
CELL_015,51,2018,52,2018-12-24,1,0,0,24.42,-7.1451,13.979,0.2716,310.0,0.0,1.0,3
CELL_016,51,2018,52,2018-12-24,1,0,0,20.013,-5.5565,14.529,0.3473,382.5,0.0,1.0,3
CELL_017,51,2018,52,2018-12-24,1,0,0,37.346,-11.9997,13.687,-0.769,514.9,0.0,1.0,3
CELL_018,51,2018,52,2018-12-24,1,0,0,31.575,-9.3978,13.414,0.5986,459.2,0.0,1.0,3
CELL_019,51,2018,52,2018-12-24,1,0,0,34.337,-10.655,13.759,1.1384,374.7,0.0,1.0,3
CELL_020,51,2018,52,2018-12-24,1,0,0,31.574,-9.5237,11.9,-0.3409,567.1,0.0,1.0,3
CELL_021,51,2018,52,2018-12-24,1,0,0,31.664,-9.6597,12.91,0.4373,283.7,0.0,1.0,3
CELL_022,51,2018,52,2018-12-24,1,0,0,19.248,-5.4547,13.026,0.615,375.3,0.0,1.0,3
CELL_023,51,2018,52,2018-12-24,1,0,0,24.639,-7.2161,14.055,0.2741,419.8,0.0,1.0,3
CELL_024,51,2018,52,2018-12-24,1,0,0,21.717,-6.1744,13.894,0.2218,473.6,0.0,1.0,3
CELL_025,51,2018,52,2018-12-24,1,0,0,21.544,-6.4705,13.209,0.2253,671.1,0.0,1.0,3
CELL_026,51,2018,52,2018-12-24,1,0,0,39.246,-12.1744,13.526,0.7854,319.8,0.0,1.0,3
CELL_027,51,2018,52,2018-12-24,1,0,0,22.982,-6.5839,13.998,0.7193,508.5,0.0,1.0,3
CELL_028,51,2018,52,2018-12-24,1,0,0,35.845,-10.7828,13.126,0.8271,555.4,0.0,1.0,3
CELL_029,51,2018,52,2018-12-24,1,0,0,30.363,-9.4227,14.613,-1.0826,227.9,0.0,1.0,3
CELL_030,51,2018,52,2018-12-24,1,0,0,34.556,-10.5683,14.113,0.2397,564.5,0.0,1.0,3
CELL_031,51,2018,52,2018-12-24,1,0,0,25.444,-7.3715,15.18,0.5981,302.3,0.0,1.0,3
CELL_032,51,2018,52,2018-12-24,1,0,0,28.764,-8.5902,12.953,0.8653,239.0,0.0,1.0,3
CELL_033,51,2018,52,2018-12-24,1,0,0,30.036,-9.16,13.845,0.1904,769.3,0.0,1.0,3
CELL_034,51,2018,52,2018-12-24,1,0,0,23.705,-7.0129,14.007,0.0236,779.4,0.0,1.0,3
CELL_035,51,2018,52,2018-12-24,1,0,0,32.553,-9.8406,14.479,0.2704,685.0,0.0,1.0,3
CELL_036,51,2018,52,2018-12-24,1,0,0,20.62,-5.9152,14.384,0.1556,382.8,0.0,1.0,3
CELL_037,51,2018,52,2018-12-24,1,0,0,14.784,-3.3457,14.591,0.8592,258.6,0.0,1.0,3
CELL_038,51,2018,52,2018-12-24,1,0,0,30.921,-9.0466,14.112,0.8489,610.5,0.0,1.0,3
CELL_039,51,2018,52,2018-12-24,1,0,0,14.047,-3.4301,13.782,0.2879,464.1,0.0,1.0,3
CELL_040,51,2018,52,2018-12-24,1,0,0,38.378,-12.1386,14.575,-0.1393,273.2,0.0,1.0,3
CELL_041,51,2018,52,2018-12-24,1,0,0,40.649,-12.3501,12.82,1.6568,497.1,0.0,1.0,3
CELL_042,51,2018,52,2018-12-24,1,0,0,37.874,-11.775,13.337,0.3125,220.6,0.0,1.0,3
CELL_043,51,2018,52,2018-12-24,1,0,0,25.135,-7.5528,15.201,0.162,745.6,0.0,1.0,3
CELL_044,51,2018,52,2018-12-24,1,0,0,12.802,-2.8114,13.669,0.5884,355.3,0.0,1.0,3
CELL_045,51,2018,52,2018-12-24,1,0,0,36.701,-11.166,13.647,1.1303,597.5,0.0,1.0,3
CELL_046,51,2018,52,2018-12-24,1,0,0,26.122,-7.209,12.211,1.6556,387.0,0.0,1.0,3
CELL_047,51,2018,52,2018-12-24,1,0,0,38.541,-11.7241,13.582,0.5882,512.0,0.0,1.0,3
CELL_048,51,2018,52,2018-12-24,1,0,0,40.992,-12.5627,13.259,0.2438,528.0,0.0,1.0,3
CELL_049,51,2018,52,2018-12-24,1,0,0,36.774,-11.3984,13.862,-0.0708,310.9,0.0,1.0,3
CELL_050,51,2018,52,2018-12-24,0,0,0,5.578,-1.126,14.7,0.2706,3706.5,0.0,1.0,3
CELL_051,51,2018,52,2018-12-24,0,0,0,8.626,-2.5883,14.857,0.0079,1566.6,0.0,1.0,3
CELL_052,51,2018,52,2018-12-24,0,0,0,4.887,-0.6386,14.639,-0.1446,1263.7,0.0,1.0,3
CELL_053,51,2018,52,2018-12-24,0,0,0,1.287,0.7414,14.083,0.1277,2366.2,0.0,1.0,3
CELL_054,51,2018,52,2018-12-24,0,0,0,1.649,0.0449,13.297,0.8587,3954.1,0.0,1.0,3
CELL_055,51,2018,52,2018-12-24,0,0,0,6.781,-1.2456,14.793,1.0949,1574.6,0.0,1.0,3
CELL_056,51,2018,52,2018-12-24,0,0,0,0.14,0.6979,14.067,0.3578,2950.8,0.0,1.0,3
CELL_057,51,2018,52,2018-12-24,0,0,0,2.822,-0.0675,13.707,-0.185,3237.2,0.0,1.0,3
CELL_058,51,2018,52,2018-12-24,0,0,0,5.597,-0.9243,13.753,-0.1552,1560.4,0.0,1.0,3
CELL_059,51,2018,52,2018-12-24,0,0,0,7.749,-1.5654,13.498,0.7053,3130.3,0.0,1.0,3
CELL_060,51,2018,52,2018-12-24,0,0,0,0.0,1.2249,15.434,0.742,1976.9,0.0,1.0,3
CELL_061,51,2018,52,2018-12-24,0,0,0,4.16,-0.5354,13.081,1.3131,2823.4,0.0,1.0,3
CELL_062,51,2018,52,2018-12-24,0,0,0,2.245,0.5904,13.416,0.4402,2827.3,0.0,1.0,3
CELL_063,51,2018,52,2018-12-24,0,0,0,7.307,-1.4636,13.681,0.5891,2514.5,0.0,1.0,3
CELL_064,51,2018,52,2018-12-24,0,0,0,3.744,0.3334,15.938,1.0814,1088.9,0.0,1.0,3
CELL_065,51,2018,52,2018-12-24,0,0,0,6.094,-1.471,14.97,0.4409,3473.0,0.0,1.0,3
CELL_066,51,2018,52,2018-12-24,0,0,0,8.83,-1.8771,13.243,1.2368,1826.5,0.0,1.0,3
CELL_067,51,2018,52,2018-12-24,0,0,0,8.576,-1.8552,13.996,0.5688,1396.9,0.0,1.0,3
CELL_068,51,2018,52,2018-12-24,0,0,0,0.915,0.3818,13.784,1.0896,930.5,0.0,1.0,3
CELL_069,51,2018,52,2018-12-24,0,0,0,0.0,1.0766,13.42,-0.1392,2690.9,0.0,1.0,3
CELL_070,51,2018,52,2018-12-24,0,0,0,4.019,-0.4849,14.474,0.0811,2968.2,0.0,1.0,3
CELL_071,51,2018,52,2018-12-24,0,0,0,0.0,1.0569,15.714,0.0577,853.1,0.0,1.0,3
CELL_072,51,2018,52,2018-12-24,0,0,0,0.614,1.2959,13.142,1.3626,2438.7,0.0,1.0,3
CELL_073,51,2018,52,2018-12-24,0,0,0,6.846,-0.7345,13.021,0.4905,1524.8,0.0,1.0,3
CELL_074,51,2018,52,2018-12-24,0,0,0,1.897,0.6186,13.072,0.9378,2864.6,0.0,1.0,3
CELL_075,51,2018,52,2018-12-24,0,0,0,0.685,1.5668,12.516,0.7033,1358.0,0.0,1.0,3
CELL_076,51,2018,52,2018-12-24,0,0,0,3.194,-0.5008,14.136,0.9552,3011.0,0.0,1.0,3
CELL_077,51,2018,52,2018-12-24,0,0,0,0.156,1.5348,13.312,0.8923,2037.6,0.0,1.0,3
CELL_078,51,2018,52,2018-12-24,0,0,0,5.39,-1.4918,13.327,0.1786,3797.5,0.0,1.0,3
CELL_079,51,2018,52,2018-12-24,0,0,0,0.455,1.524,13.918,0.6874,1240.1,0.0,1.0,3
CELL_080,51,2018,52,2018-12-24,0,0,0,1.574,0.4543,14.046,0.3592,1891.4,0.0,1.0,3
CELL_081,51,2018,52,2018-12-24,0,0,0,4.804,-0.5613,13.533,-0.2737,1163.1,0.0,1.0,3
CELL_082,51,2018,52,2018-12-24,0,0,0,2.921,-0.6499,14.182,0.8238,3759.0,0.0,1.0,3
CELL_083,51,2018,52,2018-12-24,0,0,0,5.572,-0.9529,12.552,1.1663,3607.5,0.0,1.0,3
CELL_084,51,2018,52,2018-12-24,0,0,0,3.646,-0.4927,15.071,0.2827,1625.4,0.0,1.0,3
CELL_085,51,2018,52,2018-12-24,0,0,0,6.444,-1.4003,14.552,0.0834,2911.9,0.0,1.0,3
CELL_086,51,2018,52,2018-12-24,0,0,0,1.539,-0.2406,13.834,-0.5465,3415.1,0.0,1.0,3
CELL_087,51,2018,52,2018-12-24,0,0,0,5.455,-1.2868,13.283,0.1083,2576.6,0.0,1.0,3
CELL_088,51,2018,52,2018-12-24,0,0,0,5.977,-1.2893,14.963,0.9902,2494.9,0.0,1.0,3
CELL_089,51,2018,52,2018-12-24,0,0,0,6.034,-0.8719,15.147,0.6548,1573.9,0.0,1.0,3
CELL_090,51,2018,52,2018-12-24,0,0,0,5.009,-0.3542,14.176,1.0182,1097.9,0.0,1.0,3
CELL_091,51,2018,52,2018-12-24,0,0,0,0.567,0.8862,13.635,1.0046,3671.1,0.0,1.0,3
CELL_092,51,2018,52,2018-12-24,0,0,0,3.098,0.0157,13.557,0.9943,3681.3,0.0,1.0,3
CELL_093,51,2018,52,2018-12-24,0,0,0,7.408,-1.9367,15.154,0.2206,2825.9,0.0,1.0,3
CELL_094,51,2018,52,2018-12-24,0,0,0,2.391,0.6937,14.031,1.1155,1884.9,0.0,1.0,3
CELL_095,51,2018,52,2018-12-24,0,0,0,6.731,-1.2534,12.855,-0.444,1917.5,0.0,1.0,3
CELL_096,51,2018,52,2018-12-24,0,0,0,7.053,-1.4783,13.936,1.3575,3123.1,0.0,1.0,3
CELL_097,51,2018,52,2018-12-24,0,0,0,0.728,0.3822,13.469,0.0489,3670.8,0.0,1.0,3
CELL_098,51,2018,52,2018-12-24,0,0,0,3.911,-0.9882,12.762,0.8458,3638.7,0.0,1.0,3
CELL_099,51,2018,52,2018-12-24,0,0,0,2.63,0.2589,12.702,0.5036,3295.6,0.0,1.0,3
CELL_000,52,2019,1,2018-12-31,1,0,0,34.884,-10.4426,15.454,1.1931,424.7,0.1205,0.9927,0
CELL_001,52,2019,1,2018-12-31,1,0,0,15.15,-3.7703,14.826,0.7685,770.4,0.1205,0.9927,0
CELL_002,52,2019,1,2018-12-31,1,0,0,18.096,-5.2393,15.114,0.0058,639.2,0.1205,0.9927,0
CELL_003,52,2019,1,2018-12-31,1,0,0,35.232,-11.247,14.743,-0.1166,559.2,0.1205,0.9927,0
CELL_004,52,2019,1,2018-12-31,1,0,0,31.967,-9.7049,13.9,0.2202,293.6,0.1205,0.9927,0
CELL_005,52,2019,1,2018-12-31,1,0,0,15.724,-3.8567,14.324,0.8658,293.6,0.1205,0.9927,0
CELL_006,52,2019,1,2018-12-31,1,0,0,19.817,-5.6872,14.658,0.2159,234.9,0.1205,0.9927,0
CELL_007,52,2019,1,2018-12-31,1,0,0,32.202,-9.9855,14.421,0.1877,719.7,0.1205,0.9927,0
CELL_008,52,2019,1,2018-12-31,1,0,0,13.759,-3.7029,14.882,-0.234,560.7,0.1205,0.9927,0
CELL_009,52,2019,1,2018-12-31,1,0,0,20.373,-5.1844,14.259,1.4333,624.8,0.1205,0.9927,0
CELL_010,52,2019,1,2018-12-31,1,0,0,25.596,-7.5598,14.498,0.5037,212.4,0.1205,0.9927,0
CELL_011,52,2019,1,2018-12-31,1,0,0,31.783,-10.1889,13.914,-0.0752,781.9,0.1205,0.9927,0
CELL_012,52,2019,1,2018-12-31,1,0,0,30.183,-8.9411,13.815,0.1059,699.5,0.1205,0.9927,0
CELL_013,52,2019,1,2018-12-31,1,0,0,23.904,-6.5269,15.328,1.1253,327.4,0.1205,0.9927,0
CELL_014,52,2019,1,2018-12-31,1,0,0,34.471,-10.6015,14.453,0.5428,309.1,0.1205,0.9927,0
CELL_015,52,2019,1,2018-12-31,1,0,0,20.493,-5.4944,14.778,0.8291,310.0,0.1205,0.9927,0
CELL_016,52,2019,1,2018-12-31,1,0,0,22.811,-6.4018,14.768,0.6891,382.5,0.1205,0.9927,0
CELL_017,52,2019,1,2018-12-31,1,0,0,30.624,-9.2845,13.861,1.026,514.9,0.1205,0.9927,0
CELL_018,52,2019,1,2018-12-31,1,0,0,30.393,-9.146,14.512,0.3405,459.2,0.1205,0.9927,0
CELL_019,52,2019,1,2018-12-31,1,0,0,34.015,-10.4968,14.743,0.5954,374.7,0.1205,0.9927,0
CELL_020,52,2019,1,2018-12-31,1,0,0,31.886,-9.9439,15.136,0.186,567.1,0.1205,0.9927,0
CELL_021,52,2019,1,2018-12-31,1,0,0,34.122,-10.4132,14.482,0.3801,283.7,0.1205,0.9927,0
CELL_022,52,2019,1,2018-12-31,1,0,0,20.534,-6.2478,14.288,-0.0271,375.3,0.1205,0.9927,0
CELL_023,52,2019,1,2018-12-31,1,0,0,27.379,-8.3709,13.893,0.4585,419.8,0.1205,0.9927,0
CELL_024,52,2019,1,2018-12-31,1,0,0,18.733,-5.3499,14.489,0.0034,473.6,0.1205,0.9927,0
CELL_025,52,2019,1,2018-12-31,1,0,0,25.112,-7.2774,15.063,0.9381,671.1,0.1205,0.9927,0
CELL_026,52,2019,1,2018-12-31,1,0,0,39.124,-12.3112,14.371,0.5968,319.8,0.1205,0.9927,0
CELL_027,52,2019,1,2018-12-31,1,0,0,23.69,-7.0111,14.827,0.1192,508.5,0.1205,0.9927,0
CELL_028,52,2019,1,2018-12-31,1,0,0,36.631,-11.8192,13.708,-0.7033,555.4,0.1205,0.9927,0
CELL_029,52,2019,1,2018-12-31,1,0,0,34.387,-10.9886,14.475,0.8603,227.9,0.1205,0.9927,0
CELL_030,52,2019,1,2018-12-31,1,0,0,32.854,-9.6602,13.64,0.3712,564.5,0.1205,0.9927,0
CELL_031,52,2019,1,2018-12-31,1,0,0,28.486,-8.3869,16.08,0.3451,302.3,0.1205,0.9927,0
CELL_032,52,2019,1,2018-12-31,1,0,0,33.569,-10.8618,14.636,0.2027,239.0,0.1205,0.9927,0
CELL_033,52,2019,1,2018-12-31,1,0,0,26.695,-8.2422,14.789,1.4878,769.3,0.1205,0.9927,0
CELL_034,52,2019,1,2018-12-31,1,0,0,20.0,-5.6623,13.272,0.2589,779.4,0.1205,0.9927,0
CELL_035,52,2019,1,2018-12-31,1,0,0,34.086,-10.4948,15.194,0.671,685.0,0.1205,0.9927,0
CELL_036,52,2019,1,2018-12-31,1,0,0,22.111,-6.566,13.885,-0.4535,382.8,0.1205,0.9927,0
CELL_037,52,2019,1,2018-12-31,1,0,0,15.339,-3.8547,15.726,0.422,258.6,0.1205,0.9927,0
CELL_038,52,2019,1,2018-12-31,1,0,0,31.908,-9.1704,14.507,0.8776,610.5,0.1205,0.9927,0
CELL_039,52,2019,1,2018-12-31,1,0,0,23.809,-6.622,14.801,0.6408,464.1,0.1205,0.9927,0
CELL_040,52,2019,1,2018-12-31,1,0,0,38.212,-12.2027,15.267,-0.0953,273.2,0.1205,0.9927,0
CELL_041,52,2019,1,2018-12-31,1,0,0,41.16,-13.4645,14.149,0.4083,497.1,0.1205,0.9927,0
CELL_042,52,2019,1,2018-12-31,1,0,0,41.883,-13.1854,15.734,0.5664,220.6,0.1205,0.9927,0
CELL_043,52,2019,1,2018-12-31,1,0,0,25.046,-7.489,15.831,0.2129,745.6,0.1205,0.9927,0
CELL_044,52,2019,1,2018-12-31,1,0,0,17.541,-5.1658,15.695,-0.6574,355.3,0.1205,0.9927,0
CELL_045,52,2019,1,2018-12-31,1,0,0,36.17,-12.0973,14.843,-0.5357,597.5,0.1205,0.9927,0
CELL_046,52,2019,1,2018-12-31,1,0,0,30.045,-8.9905,15.217,0.5328,387.0,0.1205,0.9927,0
CELL_047,52,2019,1,2018-12-31,1,0,0,39.459,-12.3123,15.521,0.1561,512.0,0.1205,0.9927,0
CELL_048,52,2019,1,2018-12-31,1,0,0,39.545,-12.3489,13.886,1.1108,528.0,0.1205,0.9927,0
CELL_049,52,2019,1,2018-12-31,1,0,0,38.36,-11.963,14.815,1.2891,310.9,0.1205,0.9927,0
CELL_050,52,2019,1,2018-12-31,0,0,0,1.346,0.7504,13.999,0.539,3706.5,0.1205,0.9927,0
CELL_051,52,2019,1,2018-12-31,0,0,0,8.469,-2.3247,12.875,0.5972,1566.6,0.1205,0.9927,0
CELL_052,52,2019,1,2018-12-31,0,0,0,5.884,-0.8618,15.618,0.4522,1263.7,0.1205,0.9927,0
CELL_053,52,2019,1,2018-12-31,0,0,0,1.962,0.3762,14.096,0.6882,2366.2,0.1205,0.9927,0
CELL_054,52,2019,1,2018-12-31,0,0,0,3.213,-0.832,14.632,0.0418,3954.1,0.1205,0.9927,0
CELL_055,52,2019,1,2018-12-31,0,0,0,0.484,0.8026,15.773,0.2434,1574.6,0.1205,0.9927,0
